"No.","Ticker","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Performance (3 Years)","Performance (5 Years)","Performance (10 Years)","Volatility (Week)","Volatility (Month)","Average Volume","Relative Volume","Price","Change","Volume"
2303,"IMFL",0.87%,4.34%,1.59%,0.37%,17.89%,27.27%,49.01%,32.93%,,0.67%,0.99%,68.98,0.00,35.12,0.00%,0
2304,"IMMX",7.90%,73.81%,60.63%,67.26%,171.51%,624.49%,602.97%,,,6.66%,7.60%,1813.22,0.00,14.20,0.92%,42
2305,"IMNM",1.50%,23.32%,26.44%,30.20%,32.68%,186.43%,355.27%,98.61%,,4.47%,5.56%,1392.52,0.00,28.50,-0.87%,262
2306,"IMO",-3.45%,4.53%,5.48%,13.09%,52.27%,49.70%,137.91%,403.33%,326.41%,1.99%,2.23%,545.68,0.00,131.42,0.00%,0
2307,"IMPP",-3.00%,3.41%,-10.85%,18.00%,33.98%,47.87%,273.08%,,,4.24%,3.94%,327.21,0.00,4.85,0.00%,0
2308,"IMTM",0.30%,5.53%,1.84%,1.38%,12.17%,17.83%,71.49%,45.02%,114.71%,0.62%,0.85%,382.34,0.00,53.81,0.00%,0
2309,"IMVT",-2.37%,12.15%,29.25%,57.97%,70.34%,185.24%,115.85%,415.48%,,2.75%,3.63%,1320.16,0.00,43.30,-1.34%,21
2310,"INAC",0.00%,0.00%,0.78%,1.58%,2.39%,3.20%,,,,0.00%,0.04%,10.21,0.00,10.29,0.00%,0
2311,"INBX",23.51%,57.30%,21.69%,56.15%,58.66%,383.66%,,,,10.98%,7.70%,300.38,0.00,125.34,0.00%,0
2312,"INCE",-0.23%,1.07%,2.74%,3.14%,13.21%,16.01%,40.96%,41.77%,,0.64%,0.67%,45.54,0.00,69.17,0.00%,0
2313,"INCM",-0.27%,1.30%,0.85%,0.34%,5.63%,6.89%,19.98%,,,0.59%,0.50%,401.19,0.00,29.62,0.00%,0
2314,"INCO",-0.35%,1.17%,6.10%,-3.17%,-4.20%,-5.22%,27.88%,43.67%,124.44%,0.38%,0.41%,28.85,0.00,62.09,0.00%,0
2315,"INCY",-0.14%,-0.05%,30.30%,26.93%,28.62%,49.74%,98.94%,67.86%,56.76%,2.29%,2.81%,1860.53,0.00,127.04,-0.84%,15
2316,"INDA",0.25%,1.03%,2.02%,-5.52%,-8.09%,-5.70%,13.52%,4.49%,71.58%,0.43%,0.47%,5814.62,0.00,49.68,-0.15%,397
2317,"INDQ",-1.12%,2.45%,-0.64%,,5.17%,,,,,0.36%,0.12%,1.42,0.00,26.68,0.00%,0
2318,"INDZ",0.76%,1.59%,4.81%,2.21%,4.60%,,,,,0.05%,0.11%,2.33,0.00,25.65,0.00%,0
2319,"INEQ",0.58%,4.29%,4.14%,1.47%,12.81%,20.27%,68.21%,62.70%,90.73%,0.36%,0.57%,15.00,0.00,42.04,0.00%,0
2320,"INFH",18.02%,103.11%,,,-47.97%,,,,,15.07%,14.31%,314.84,0.37,9.47,3.95%,5769
2321,"INFL",3.09%,10.46%,7.02%,4.83%,25.46%,30.97%,79.65%,86.89%,,1.37%,1.21%,190.48,0.00,55.78,0.00%,0
2322,"INFO",-0.35%,2.55%,3.69%,12.63%,14.56%,22.28%,,,,0.40%,0.64%,28.14,0.00,28.08,0.00%,0
2323,"INFQ",9.96%,56.29%,-22.34%,7.06%,-11.54%,36.63%,,,,7.96%,7.67%,14098.45,0.07,13.80,2.00%,50316
2324,"ING",1.71%,7.94%,13.78%,18.87%,26.22%,47.01%,151.03%,165.34%,202.06%,0.86%,1.14%,3115.95,0.02,35.09,-1.35%,2463
2325,"INGM",7.76%,-3.03%,7.13%,42.31%,36.64%,50.08%,,,,2.93%,3.51%,1197.30,0.00,29.16,0.00%,0
2326,"INKM",0.17%,0.88%,0.70%,-0.09%,5.78%,5.42%,16.86%,-2.25%,9.95%,0.17%,0.27%,4.74,0.00,34.90,0.00%,0
2327,"INOV",0.56%,3.30%,4.29%,4.15%,10.18%,15.67%,,,,0.16%,0.23%,8.12,0.00,38.06,0.00%,0
2328,"INQQ",1.01%,5.98%,13.67%,6.24%,-5.10%,-11.92%,14.49%,,,0.64%,0.58%,25.35,0.00,13.97,0.00%,0
2329,"INRO",-0.28%,3.56%,1.59%,12.43%,14.11%,20.59%,,,,0.29%,0.42%,2.42,0.00,36.71,0.00%,0
2330,"INSM",-0.85%,20.27%,14.44%,-17.32%,-28.74%,-7.81%,467.86%,361.38%,838.12%,3.18%,3.78%,3470.35,0.00,124.02,-0.30%,188
2331,"INSW",-4.79%,0.05%,30.14%,41.89%,111.91%,136.55%,190.43%,741.17%,,2.82%,3.47%,554.81,0.01,94.60,0.99%,147
2332,"INTA",0.77%,32.03%,111.08%,86.78%,-11.83%,-10.30%,20.13%,1.03%,,3.45%,4.86%,876.67,0.00,40.40,0.00%,0
2333,"INTF",0.68%,4.45%,3.97%,3.45%,14.44%,21.97%,64.95%,43.95%,84.46%,0.47%,0.64%,251.56,0.00,43.20,0.00%,0
2334,"INTL",0.94%,5.79%,1.23%,2.25%,12.70%,17.36%,53.16%,,,0.60%,0.77%,31.58,0.00,31.45,0.00%,0
2335,"INTR",6.73%,2.59%,-12.46%,-37.57%,-34.55%,-33.85%,24.44%,,,5.18%,4.87%,5525.33,0.02,5.55,0.36%,5025
2336,"INVN",-1.01%,9.77%,27.00%,36.39%,22.14%,30.94%,,,,0.63%,1.29%,4.58,0.00,26.43,0.00%,0
2337,"IOCT",0.36%,2.46%,3.89%,4.55%,9.35%,13.44%,45.51%,,,0.24%,0.28%,8.27,0.00,38.12,0.00%,0
2338,"ION",3.50%,15.53%,-10.79%,-17.72%,3.41%,54.06%,58.21%,,,0.33%,0.92%,2.63,0.00,53.42,0.00%,0
2339,"IONS",8.92%,18.43%,-17.24%,-20.60%,-19.10%,49.71%,58.73%,61.49%,107.12%,3.04%,3.29%,2908.97,0.01,64.00,1.01%,1015
2340,"IOO",-0.80%,3.64%,0.82%,10.30%,13.04%,24.74%,91.07%,94.62%,283.61%,0.60%,0.88%,286.32,0.00,143.19,0.00%,0
2341,"IOR",0.00%,-5.99%,12.16%,6.49%,14.07%,10.00%,69.66%,62.76%,177.87%,0.00%,1.68%,2.54,0.00,20.02,0.00%,0
2342,"IOT",2.85%,3.46%,26.99%,38.43%,13.09%,12.45%,58.71%,,,5.07%,5.03%,6058.76,0.00,40.09,0.63%,280
2343,"IP",2.55%,-2.93%,24.22%,-4.03%,5.08%,-14.43%,21.99%,-27.86%,-11.28%,2.81%,3.02%,5366.06,0.00,41.39,0.00%,1
2344,"IPAC",0.71%,4.86%,3.54%,2.29%,16.51%,17.53%,53.31%,29.18%,72.05%,0.52%,0.83%,86.96,0.00,85.30,0.00%,0
2345,"IPAV",0.95%,4.88%,-4.65%,-4.39%,10.17%,16.55%,,,,1.20%,0.60%,1.66,0.00,32.50,0.00%,0
2346,"IPAY",2.40%,3.75%,15.96%,16.58%,0.93%,-11.61%,28.50%,-25.37%,110.46%,1.13%,1.63%,56.19,0.00,52.52,0.00%,0
2347,"IPI",1.05%,5.95%,-3.56%,9.94%,34.80%,24.68%,45.67%,25.14%,183.18%,4.39%,4.52%,210.86,0.00,37.38,0.00%,0
2348,"IPKW",-0.30%,1.69%,3.33%,1.56%,9.21%,16.86%,74.81%,36.84%,117.80%,0.43%,0.61%,43.46,0.51,60.69,-0.17%,1099
2349,"IPVV",0.10%,0.31%,,,0.00%,,,,,0.13%,,10.93,0.00,9.83,0.00%,0
2350,"IQDF",1.14%,5.49%,3.01%,5.59%,18.59%,27.12%,66.47%,37.91%,58.39%,0.51%,0.60%,57.10,0.00,36.05,0.00%,0
2351,"IQDG",0.71%,4.04%,3.63%,0.79%,7.98%,14.61%,34.45%,10.46%,74.67%,0.35%,0.59%,43.70,0.00,44.79,0.00%,0
2352,"IQDY",1.26%,6.03%,2.66%,7.56%,20.01%,31.41%,71.08%,43.38%,87.27%,0.32%,0.51%,9.39,0.00,43.97,0.00%,0
2353,"IQHI",0.17%,0.37%,-0.48%,-1.48%,-0.82%,-1.41%,2.27%,,,0.43%,0.23%,5.62,0.00,25.93,0.00%,0
2354,"IQI",0.10%,1.20%,2.85%,-0.69%,1.31%,7.57%,11.00%,-25.81%,-27.57%,0.90%,0.95%,153.32,0.00,10.09,0.00%,0
2355,"IQLT",0.46%,4.79%,5.19%,4.71%,14.54%,20.45%,51.25%,31.07%,103.28%,0.46%,0.61%,1415.17,0.00,52.06,0.00%,0
2356,"IQMX",18.70%,9.64%,0.79%,8.29%,12.43%,13.54%,,,,11.11%,7.19%,571.55,0.06,11.49,4.55%,1744
2357,"IQQ",1.16%,8.66%,,,-0.29%,,,,,0.87%,1.28%,1097.12,0.09,24.33,1.08%,4718
2358,"IQRA",0.77%,0.19%,2.13%,-0.98%,9.40%,10.07%,31.17%,,,0.14%,0.03%,0.04,1.00,30.88,0.41%,2
2359,"IQSI",0.48%,4.32%,2.90%,1.38%,12.05%,16.50%,49.61%,30.33%,,0.17%,0.21%,12.75,0.00,39.41,0.00%,0
2360,"IQSM",-0.25%,3.30%,6.70%,10.37%,17.76%,20.64%,46.92%,,,0.04%,0.09%,5.82,0.00,40.77,0.00%,0
2361,"IQSU",0.03%,3.92%,1.77%,14.56%,14.62%,22.79%,63.17%,61.86%,,0.36%,0.46%,5.86,0.00,62.75,0.00%,0
2362,"IQSZ",0.22%,4.03%,2.88%,9.39%,16.01%,27.03%,,,,0.11%,0.03%,0.13,0.00,32.50,0.00%,0
2363,"IRAB",-0.10%,0.50%,0.60%,1.32%,1.11%,,,,,0.16%,0.13%,21.84,0.00,9.98,0.00%,0
2364,"IRHO",0.20%,0.35%,-0.15%,1.57%,1.88%,,,,,0.07%,0.09%,71.31,0.00,10.05,0.00%,0
2365,"IRON",5.28%,12.66%,17.23%,22.22%,4.52%,38.45%,50.01%,115.03%,,2.75%,3.85%,518.22,0.06,83.00,0.40%,1559
2366,"IRTC",-6.92%,-2.71%,3.04%,-15.02%,-32.87%,-29.84%,14.19%,153.99%,,3.56%,5.09%,613.88,0.00,119.12,-0.03%,86
2367,"IRTR",0.09%,1.42%,0.18%,1.31%,4.28%,6.73%,,,,0.31%,0.32%,13.89,0.00,32.12,0.00%,0
2368,"ISBG",34.10%,58.63%,-3.93%,-17.03%,-30.98%,,,,,3.52%,2.54%,9.31,0.00,17.60,0.00%,0
2369,"ISCB",-0.49%,1.67%,5.25%,10.00%,17.22%,22.00%,55.92%,34.56%,109.02%,0.46%,0.68%,4.15,0.00,76.21,0.00%,0
2370,"ISCF",0.89%,5.33%,2.27%,0.98%,11.10%,14.04%,52.00%,22.97%,81.36%,0.40%,0.60%,47.07,0.00,46.08,0.00%,0
2371,"ISCG",-0.68%,2.99%,3.59%,9.77%,16.93%,22.71%,61.44%,29.39%,171.19%,0.80%,0.98%,27.61,0.00,64.85,0.00%,0
2372,"ISCV",-0.13%,0.46%,7.36%,10.46%,18.19%,21.87%,50.96%,42.18%,88.12%,1.00%,1.08%,11.61,0.00,80.96,0.00%,0
2373,"ISEP",0.17%,2.01%,3.75%,4.65%,9.07%,12.48%,,,,0.20%,0.20%,14.86,0.00,35.55,0.00%,0
2374,"ISHG",0.05%,2.69%,0.76%,-0.40%,1.23%,0.65%,10.82%,-6.73%,-8.64%,0.54%,0.59%,90.54,0.00,76.17,0.00%,0
2375,"ISHP",0.05%,3.42%,8.88%,4.03%,-5.28%,-10.47%,41.46%,3.59%,,0.05%,0.08%,0.10,0.00,37.06,0.00%,0
2376,"ISMF",0.82%,1.37%,-0.07%,1.77%,7.80%,14.69%,,,,0.43%,0.46%,8.37,0.00,28.33,0.00%,0
2377,"ISNR",0.35%,,,,0.10%,,,,,0.34%,,13.02,0.00,9.91,0.00%,0
2378,"ISPY",0.37%,3.51%,-0.86%,5.47%,6.05%,10.48%,,,,0.60%,0.83%,93.14,0.00,48.39,0.00%,1
2379,"ISRA",-0.38%,4.74%,-5.11%,6.70%,13.28%,28.21%,94.40%,39.63%,136.06%,1.12%,1.09%,5.00,0.00,66.61,0.00%,0
2380,"ISSB",27.70%,34.27%,2.14%,13.49%,-10.58%,,,,,2.11%,1.22%,2.25,0.00,22.47,0.00%,0
2381,"ISTM",1.34%,8.71%,-2.15%,-2.29%,10.20%,28.21%,,,,2.07%,1.46%,5.72,0.00,31.34,0.00%,0
2382,"ISTR",0.70%,-0.27%,6.18%,3.44%,12.50%,30.07%,130.88%,33.66%,91.46%,1.69%,1.79%,181.82,0.00,30.06,0.00%,0
2383,"ISVL",1.26%,5.96%,4.57%,4.03%,14.81%,23.44%,75.57%,48.75%,,0.46%,0.74%,17.86,0.00,54.62,0.00%,0
2384,"ISWN",0.19%,2.79%,1.34%,-2.45%,5.44%,7.73%,23.95%,-11.63%,,0.33%,0.39%,1.87,0.00,22.64,0.00%,0
2385,"ITAN",-0.30%,4.70%,7.21%,19.58%,20.88%,32.84%,87.35%,73.33%,,0.47%,0.65%,12.77,0.00,44.77,0.00%,0
2386,"ITDB",0.15%,2.15%,1.57%,3.97%,7.73%,10.14%,,,,0.29%,0.40%,16.61,0.00,35.47,0.00%,0
2387,"ITDC",0.15%,2.61%,1.92%,5.12%,9.63%,12.49%,,,,0.36%,0.50%,19.16,0.00,37.24,0.00%,0
2388,"ITDD",0.13%,2.91%,2.22%,6.04%,11.33%,14.96%,,,,0.36%,0.54%,15.99,0.00,39.19,0.00%,0
2389,"ITDE",0.15%,3.30%,2.44%,7.11%,12.84%,17.26%,,,,0.38%,0.55%,11.47,0.00,40.85,0.00%,0
2390,"ITDF",0.16%,3.72%,2.72%,7.95%,14.08%,19.15%,,,,0.29%,0.60%,10.91,0.00,42.41,0.00%,0
2391,"ITDG",0.19%,4.01%,2.86%,8.56%,14.77%,20.30%,,,,0.37%,0.52%,7.91,0.00,43.21,0.00%,0
2392,"ITDH",0.08%,4.05%,2.89%,8.65%,15.04%,20.43%,,,,0.39%,0.57%,5.76,0.00,43.23,0.00%,0
2393,"ITDI",0.16%,4.06%,2.90%,8.65%,14.87%,20.46%,,,,0.44%,0.50%,3.00,0.00,43.21,0.00%,0
2394,"ITDJ",0.15%,4.03%,2.88%,8.63%,14.85%,20.71%,,,,0.26%,0.48%,5.03,0.00,33.59,0.00%,0
2395,"ITGR",-0.09%,24.72%,40.71%,44.73%,59.62%,15.43%,52.06%,33.92%,434.09%,0.29%,1.70%,866.86,0.00,125.19,0.00%,0
2396,"ITHA",0.00%,0.50%,0.91%,1.31%,1.31%,,,,,0.18%,0.12%,9.26,0.00,10.03,0.00%,0
2397,"ITIC",4.65%,5.25%,26.73%,32.82%,22.57%,29.07%,127.61%,101.02%,365.99%,3.06%,2.81%,55.09,0.00,305.98,0.00%,0
2398,"ITOT",0.69%,5.21%,2.01%,11.52%,13.23%,18.86%,73.51%,63.04%,240.24%,0.50%,0.77%,1793.57,0.00,168.36,0.26%,4
2399,"ITRG",3.87%,44.61%,9.67%,-32.03%,-26.43%,39.81%,227.63%,-57.71%,,4.05%,4.81%,3246.14,0.01,2.95,1.37%,880
2400,"ITRI",0.28%,-3.54%,18.09%,2.74%,6.30%,-20.35%,46.48%,15.15%,104.62%,2.45%,3.07%,787.78,0.02,98.71,-0.15%,617
2401,"ITT",0.73%,9.88%,8.44%,2.70%,20.83%,20.86%,113.18%,113.70%,480.45%,2.82%,3.08%,928.40,0.02,209.66,-0.35%,1058
2402,"ITW",0.51%,-2.83%,13.83%,-2.10%,15.38%,6.50%,18.12%,23.21%,137.54%,1.43%,2.00%,1364.24,0.00,284.17,-0.47%,25
2403,"IUS",5.87%,8.50%,11.58%,21.69%,28.46%,36.13%,81.17%,91.08%,,0.49%,0.70%,57.74,0.00,73.43,4.94%,2
2404,"IUSG",0.18%,7.13%,-0.54%,14.49%,12.87%,19.97%,94.68%,75.83%,345.15%,0.72%,1.09%,527.77,0.00,189.56,0.00%,14
2405,"IUSV",0.79%,2.29%,4.25%,7.11%,12.35%,16.59%,49.16%,55.53%,149.51%,0.55%,0.69%,632.28,0.00,115.20,0.00%,11
2406,"IVA",5.38%,8.65%,-6.31%,-25.19%,5.38%,-6.31%,43.70%,-60.99%,,3.50%,4.15%,1039.17,0.00,4.90,1.66%,30
2407,"IVAL",0.86%,3.71%,4.70%,1.61%,18.13%,24.34%,55.71%,32.60%,53.11%,0.45%,0.66%,17.81,0.00,37.16,0.00%,0
2408,"IVE",-0.25%,1.47%,4.33%,7.35%,12.16%,17.33%,49.47%,58.03%,148.89%,0.55%,0.68%,973.65,0.00,237.86,0.00%,0
2409,"IVES",-0.37%,12.45%,-1.90%,25.00%,20.85%,35.85%,,,,1.30%,2.00%,505.17,0.00,38.20,0.21%,7
2410,"IVLU",0.89%,3.98%,3.18%,3.28%,16.74%,26.62%,76.34%,72.77%,108.45%,0.45%,0.65%,830.50,0.00,44.42,0.00%,0
2411,"IVOG",-0.60%,2.33%,1.88%,8.40%,19.66%,21.82%,55.29%,42.02%,163.57%,0.95%,1.11%,23.03,0.00,143.83,0.00%,0
2412,"IVOO",-0.48%,0.79%,3.00%,6.61%,15.99%,17.88%,48.60%,41.29%,146.68%,0.85%,0.94%,78.52,0.00,129.68,0.00%,0
2413,"IVOV",-0.26%,-0.77%,4.74%,6.56%,13.67%,14.15%,42.84%,40.77%,126.40%,0.73%,0.85%,13.23,0.00,114.82,0.00%,0
2414,"IVRS",,3.20%,-0.81%,6.37%,-5.33%,-13.10%,31.39%,,,0.29%,0.48%,0.72,0.00,32.58,0.00%,0
2415,"IVSI",0.89%,3.59%,6.48%,6.03%,17.68%,,,,,0.43%,0.15%,0.89,0.00,30.25,0.00%,0
2416,"IVSS",-0.08%,-0.31%,8.60%,12.01%,21.40%,,,,,0.31%,0.45%,3.01,0.00,30.61,0.00%,0
2417,"IVSX",1.46%,4.51%,5.38%,2.41%,3.51%,,,,,0.61%,0.32%,0.41,0.00,26.07,0.00%,0
2418,"IVV",0.84%,5.41%,1.92%,11.60%,12.82%,18.92%,74.67%,70.89%,254.51%,0.52%,0.78%,7737.43,0.02,772.75,0.40%,9342
2419,"IVVB",-0.22%,2.43%,2.38%,5.26%,6.87%,10.48%,41.56%,,,0.36%,0.41%,23.44,0.00,35.34,0.00%,0
2420,"IVVM",-0.16%,2.19%,2.44%,7.14%,8.41%,12.59%,50.09%,,,0.34%,0.40%,22.10,0.00,37.72,0.00%,0
2421,"IVW",0.72%,7.80%,-0.17%,15.47%,13.06%,20.56%,98.38%,78.94%,358.73%,0.75%,1.14%,1928.74,0.02,139.36,0.54%,1730
2422,"IVZ",5.23%,17.56%,17.61%,21.82%,25.62%,49.66%,117.25%,28.45%,6.87%,2.54%,2.76%,5071.59,0.01,33.00,0.06%,2100
2423,"IWB",1.27%,5.99%,2.80%,11.93%,13.32%,19.06%,75.01%,66.81%,250.71%,0.50%,0.77%,558.92,0.00,423.20,0.85%,2
2424,"IWC",-1.05%,4.11%,2.82%,16.03%,25.13%,37.86%,86.54%,36.73%,160.09%,0.93%,1.15%,70.93,0.00,197.05,0.00%,0
2425,"IWD",0.96%,3.65%,8.65%,14.75%,22.95%,28.34%,65.02%,58.08%,144.75%,0.54%,0.70%,2144.38,0.00,258.62,0.06%,45
2426,"IWDL",,4.87%,16.60%,29.37%,44.16%,63.69%,141.73%,117.75%,,0.20%,0.47%,1.11,0.00,70.25,0.00%,0
2427,"IWF",-0.06%,6.75%,-4.22%,7.23%,2.89%,8.69%,78.78%,68.76%,366.63%,0.89%,1.26%,4697.95,0.00,121.75,0.00%,6
2428,"IWFG",-0.17%,5.78%,0.30%,7.63%,1.53%,3.62%,72.50%,,,0.00%,0.15%,0.94,0.00,54.29,0.00%,0
2429,"IWFL",,15.51%,-1.26%,15.27%,7.22%,16.58%,149.75%,100.25%,,0.01%,0.07%,0.35,0.00,61.44,0.00%,0
2430,"IWL",-0.40%,3.78%,1.60%,10.54%,11.05%,18.39%,78.57%,76.61%,286.21%,0.50%,0.79%,47.86,0.00,189.48,0.00%,0
2431,"IWLG",0.21%,5.22%,-0.46%,8.68%,3.95%,8.04%,78.08%,,,0.62%,0.92%,20.25,0.00,56.34,0.00%,0
2432,"IWM",0.30%,3.47%,2.24%,12.25%,21.29%,26.55%,62.27%,31.87%,142.63%,0.75%,1.00%,23119.42,0.09,298.58,-0.12%,99599
2433,"IWML",,7.63%,9.25%,28.76%,44.88%,69.96%,112.54%,44.27%,,0.20%,0.86%,0.46,0.00,34.49,0.00%,0
2434,"IWN",0.24%,1.24%,4.17%,11.71%,23.80%,28.54%,59.37%,36.23%,115.69%,0.63%,0.87%,595.56,0.00,224.34,0.00%,7
2435,"IWO",0.83%,6.07%,0.79%,13.25%,19.44%,25.02%,64.68%,26.17%,162.23%,0.99%,1.29%,453.54,0.03,385.79,0.15%,671
2436,"IWP",-0.92%,4.64%,1.27%,4.59%,4.04%,0.59%,52.31%,22.11%,191.51%,1.03%,1.37%,856.84,0.00,142.47,0.00%,0
2437,"IWR",-0.33%,2.28%,6.15%,10.34%,17.63%,18.33%,58.29%,39.70%,159.81%,0.63%,0.83%,1850.48,0.00,113.24,0.00%,0
2438,"IWS",0.68%,2.46%,7.41%,11.54%,22.01%,23.84%,59.12%,45.27%,124.97%,0.62%,0.80%,474.75,0.00,172.10,0.00%,9
2439,"IWV",0.49%,5.03%,2.04%,11.21%,12.89%,18.58%,73.11%,63.44%,240.33%,0.48%,0.75%,201.54,0.01,436.71,0.09%,63
2440,"IWX",-0.14%,2.91%,8.82%,15.91%,22.99%,30.61%,67.85%,65.93%,155.73%,0.58%,0.71%,371.16,0.00,112.98,0.00%,0
2441,"IWY",-0.66%,4.66%,-3.55%,6.27%,2.69%,9.62%,80.42%,78.48%,408.64%,0.84%,1.26%,387.58,0.00,284.38,0.00%,0
2442,"IX",7.94%,3.58%,4.71%,13.86%,38.68%,57.18%,123.88%,116.58%,193.68%,0.80%,1.47%,282.82,0.00,40.52,1.99%,1
2443,"IXC",-1.81%,6.55%,6.12%,11.99%,36.13%,38.95%,44.54%,134.32%,81.31%,1.38%,1.49%,931.98,0.00,57.08,0.00%,0
2444,"IXG",1.29%,1.23%,10.57%,11.38%,11.63%,17.08%,90.15%,68.92%,165.05%,0.75%,0.75%,60.86,0.00,134.83,0.00%,0
2445,"IXJ",-0.56%,2.59%,10.59%,4.76%,7.89%,20.02%,23.35%,19.29%,108.26%,1.19%,1.22%,266.36,0.00,105.08,-1.16%,8
2446,"IXN",1.37%,12.34%,-0.26%,29.86%,34.27%,46.87%,137.88%,137.44%,692.11%,1.23%,1.81%,423.86,0.01,140.98,1.61%,302
2447,"IXP",0.98%,1.85%,-5.79%,-3.22%,-3.16%,-0.70%,72.27%,34.24%,88.89%,0.82%,1.06%,35.35,0.00,117.39,0.00%,0
2448,"IXUS",0.91%,6.62%,1.45%,4.09%,15.89%,22.78%,60.36%,34.13%,91.18%,0.55%,0.77%,1909.56,0.00,98.09,0.06%,13
2449,"IYC",-1.18%,2.25%,-1.04%,0.24%,-0.75%,-1.43%,49.00%,30.10%,177.68%,0.73%,0.93%,111.70,0.00,102.36,0.00%,0
2450,"IYE",-1.84%,8.10%,9.30%,14.02%,38.96%,40.71%,43.43%,153.65%,77.40%,1.66%,1.76%,1092.36,0.00,66.05,0.00%,0
2451,"IYF",0.99%,0.61%,12.28%,10.78%,6.69%,9.87%,81.61%,62.97%,203.68%,0.94%,0.96%,347.11,0.00,137.55,0.00%,0
2452,"IYG",1.17%,1.71%,12.73%,12.36%,6.17%,9.76%,84.93%,52.85%,232.38%,0.95%,0.96%,95.97,0.00,97.94,0.00%,0
2453,"IYH",-1.25%,4.42%,17.25%,11.31%,12.75%,27.12%,30.71%,25.90%,142.92%,1.25%,1.43%,812.91,0.00,73.40,0.00%,0
2454,"IYJ",-0.36%,-0.25%,4.44%,3.51%,11.62%,12.83%,56.86%,45.58%,187.97%,0.86%,1.08%,75.98,0.00,165.38,0.00%,0
2455,"IYK",0.93%,-1.65%,4.35%,-0.97%,13.22%,8.32%,15.69%,23.44%,95.10%,0.80%,1.08%,239.66,0.00,75.77,0.00%,0
2456,"IYLD",0.25%,1.00%,0.36%,-0.98%,4.20%,6.66%,18.04%,-6.87%,-10.35%,0.30%,0.36%,14.57,0.00,22.32,0.00%,0
2457,"IYM",3.23%,9.61%,6.25%,4.65%,27.37%,31.91%,50.64%,48.61%,144.94%,1.34%,1.34%,204.86,0.00,196.10,0.00%,0
2458,"IYR",-0.04%,-2.12%,2.38%,3.65%,11.56%,7.60%,25.00%,-2.27%,28.12%,0.84%,1.12%,5452.57,0.00,104.74,0.00%,547
2459,"IYT",0.73%,0.29%,3.08%,8.43%,17.06%,21.53%,41.82%,37.22%,148.07%,0.95%,1.29%,631.84,0.00,87.22,0.00%,0
2460,"IYW",2.44%,11.21%,1.32%,30.86%,26.62%,38.27%,137.04%,135.13%,767.67%,1.09%,1.61%,638.58,0.01,252.83,2.50%,402
2461,"IYY",0.12%,4.60%,1.46%,10.84%,12.20%,17.83%,73.28%,64.29%,243.51%,0.41%,0.64%,25.43,0.00,186.03,-0.29%,1
2462,"IYZ",2.75%,10.12%,-2.21%,12.24%,29.00%,39.89%,99.50%,27.01%,37.30%,1.23%,1.66%,1253.00,0.00,43.73,0.00%,4
2463,"J",2.42%,11.49%,27.37%,8.41%,14.39%,2.13%,36.21%,34.80%,236.53%,1.94%,2.61%,1076.42,0.00,151.52,0.00%,11
2464,"JA",0.11%,0.10%,0.10%,0.32%,0.42%,,,,,0.04%,0.08%,17.45,0.00,50.28,0.00%,0
2465,"JAAA",0.06%,0.04%,-0.06%,-0.02%,0.20%,-0.22%,0.86%,0.31%,,0.04%,0.04%,5222.67,0.00,50.68,0.02%,707
2466,"JAB",0.10%,,,,0.61%,,,,,0.24%,,424.89,0.00,9.95,0.00%,0
2467,"JACS",0.19%,0.23%,1.13%,2.19%,2.98%,3.77%,,,,0.02%,0.16%,41.82,0.00,10.73,0.00%,0
2468,"JADB",-0.06%,1.83%,2.42%,,3.17%,,,,,0.08%,0.04%,0.42,0.00,26.17,0.00%,0
2469,"JADE",1.99%,8.04%,1.18%,9.37%,27.63%,41.82%,,,,0.37%,0.57%,2.92,0.00,80.24,0.00%,0
2470,"JAJL",0.07%,0.80%,1.53%,3.30%,3.99%,6.22%,,,,0.29%,0.24%,56.36,0.00,30.22,0.00%,0
2471,"JAN",3.93%,0.35%,17.20%,,35.15%,,,,,1.75%,2.88%,1737.27,0.00,31.76,0.00%,0
2472,"JANB",0.08%,1.90%,2.53%,7.18%,8.43%,,,,,0.19%,0.25%,22.55,0.00,27.81,0.00%,0
2473,"JANI",0.33%,2.82%,2.83%,1.98%,5.15%,,,,,0.30%,0.19%,8.52,0.00,26.39,0.00%,0
2474,"JANM",0.10%,0.91%,1.44%,3.33%,3.80%,6.48%,,,,0.12%,0.13%,1.49,0.00,34.27,0.00%,0
2475,"JANP",0.01%,1.84%,2.56%,7.19%,8.49%,13.99%,,,,0.17%,0.25%,5.85,0.00,35.47,0.00%,0
2476,"JANT",0.00%,2.13%,2.63%,7.79%,9.09%,15.33%,56.80%,63.11%,,0.14%,0.22%,10.93,0.00,44.98,0.00%,0
2477,"JANU",-0.37%,2.59%,1.10%,7.79%,8.75%,14.10%,,,,0.30%,0.44%,11.38,0.00,30.60,0.00%,0
2478,"JANW",0.09%,1.37%,2.02%,5.50%,6.32%,10.11%,35.78%,49.53%,,0.14%,0.18%,22.49,0.00,39.35,0.00%,0
2479,"JANZ",-0.31%,2.63%,1.52%,8.29%,9.40%,13.00%,45.88%,51.36%,,0.10%,0.22%,3.45,0.00,41.69,0.00%,0
